Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.45652173913043476,21,0.5434782608695652,0.9127251565167998,0.11594202898550725,0.6804606625258799,0.7009345794392523,0.8620689655172413,0.7894736842105263,0.8241758241758242
