Accuracy,Acc-Score,zero_one_loss,AUC-PR,hamming loss average,Jaccard samples,Jaccard macro,Precision,Recall,Fmeasure
0.3870967741935484,36,0.6129032258064516,0.8957467976473567,0.08354011579818031,0.6729390681003584,0.691131498470948,0.8401486988847584,0.795774647887324,0.8173598553345389
